최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option,Unnamed: 14
2020.05.27,"61,737km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,158오9552,2020년,오토,"28,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
2021.02.24,"60,676km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,390노7548,2021년,오토,"25,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 전동시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2020.02.04,"60,801km",가솔린,"3,342cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,390노7559,2020년,오토,"28,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.01.05,"50,239km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,390노7595,2021년,오토,"33,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.11.10,"27,893km",가솔린,"3,342cc",미드나잇 블랙 펄,네이비,승용,5인승,2WD,233로6069,2020년,오토,"31,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.06.08,"17,329km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,233로6071,2021년,오토,"33,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.03.22,"20,586km",가솔린,"2,497cc",포레스트 블랙 펄,브라운,승용,5인승,2WD,223더6518,2021년,오토,"29,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 전동시트(1열), 가죽 시트, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.11.30,"62,087km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,158오9518,2020년,오토,"27,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.03.10,"37,087km",가솔린,"2,497cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,204부1904,2020년,오토,"25,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2021.03.11,"34,626km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,204부1959,2021년,오토,"29,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
2021.01.27,"19,869km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,234노3624,2021년,오토,"33,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.01.24,"41,063km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,204부1981,2021년,오토,"26,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 전동시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2021.02.21,"61,733km",가솔린,"3,342cc",녹턴 그레이 메탈릭,카키 모노톤,승용,5인승,2WD,390노7577,2021년,오토,"32,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.03.10,"53,135km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,204부1973,2020년,오토,"26,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.02.18,"10,618km",가솔린,"3,342cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,204부1961,2021년,오토,"32,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2020.07.19,"38,747km",가솔린,"3,342cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,286다8198,2020년,오토,"32,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.03.04,"47,560km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,204부1900,2021년,오토,"27,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2021.01.14,"72,244km",하이브리드,"2,359cc",녹턴 그레이 메탈릭,베이지,승용,5인승,2WD,223더6527,2021년,오토,"33,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.03.28,"58,552km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,204부1998,2021년,오토,"33,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.02.24,"75,608km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,390노7551,2021년,오토,"24,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 전동시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2020.01.19,"79,661km",하이브리드,"2,359cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,390노7534,2020년,오토,"29,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 전동시트(1열), 가죽 시트, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.05.21,"82,804km",하이브리드,"2,359cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,390노7503,2020년,오토,"28,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 전동시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2020.03.05,"61,055km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,163우2964,2020년,오토,"27,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.03.15,"82,106km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,163우2939,2021년,오토,"28,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.03.19,"48,265km",가솔린,"2,497cc",옥스퍼드 블루 메탈릭,네이비,승용,5인승,2WD,163우2921,2020년,오토,"31,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2019.12.15,"63,574km",하이브리드,"2,359cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,163우2975,2019년,오토,"31,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
2021.09.06,"62,148km",하이브리드,"2,359cc",미드나잇 블랙 펄,네이비,승용,5인승,2WD,163우2926,2021년,오토,"32,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.02.23,"59,680km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,163우2995,2020년,오토,"27,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
2020.01.22,"62,534km",가솔린,"3,342cc",미드나잇 블랙 펄,브라운,승용,5인승,2WD,163우2907,2020년,오토,"28,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.08.26,"59,035km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,163우2903,2020년,오토,"31,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.03.01,"76,382km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,211누6710,2021년,오토,"29,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.01.14,"68,205km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,211누6700,2021년,오토,"26,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2022.02.21,"56,998km",가솔린,"2,497cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,163우2916,2022년,오토,"26,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2020.05.21,"86,200km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,141누5285,2020년,오토,"24,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.11.16,"56,535km",가솔린,"3,342cc",녹턴 그레이 메탈릭,카키 모노톤,승용,5인승,2WD,163우2946,2020년,오토,"31,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.01.10,"68,939km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,227루9259,2021년,오토,"31,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.04.22,"77,989km",가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,390노7578,2020년,오토,"24,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.08.06,"46,133km",가솔린,"2,497cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,170오4742,2020년,오토,"26,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
2022.01.02,"60,151km",가솔린,"3,342cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,128더3281,2022년,오토,"32,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2021.01.17,"88,388km",가솔린,"2,497cc",포레스트 블랙 펄,베이지,승용,5인승,2WD,372소8195,2021년,오토,"28,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
2020.06.25,"79,911km",하이브리드,"2,359cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,163우2959,2020년,오토,"29,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
2022.03.14,"33,421km",가솔린,"3,342cc",녹턴 그레이 메탈릭,카멜/베이지(베이지시트),승용,5인승,2WD,207나2262,2022년,오토,"35,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
